AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average
42,1.4494,21.637602,97.41524,6.769914,-2.130189,4.952835,0,19.394,-1.173,978.8,34,13.2,1.326,134,7480.8,52.8,1.03E+01,30.8,1.886,9.311732,0,-2.34766,3.450427,4.347265,0,20.567,13.2,2340,2380,0.2702,25.468,13.502,72.882,21.5,0.802,899.42,0,0,0,0,0,0,0.6,0,0,0,0.6,1,0.4,0,0,0,0,0.4,0,0.4,0,0,0.6,792.532,75.6,140.2,1.2,13.2,0,10,0,0,1.2,1.2,0,2,42,4.6,6.116,4.6,17.598,11.4,182.8,0.2712,78.08,24.64,33.8284,1.32,4.35,3.2
34.5,1.5475,23.294668,78.683456,6.940899,-3.456215,4.195048,0,20.925,0.06,2071.5,49.5,7.5,1.425,157,5817.5,71,8.10E+00,9.05,1.525,7.777655,0,-3.548844,3.466898,4.368018,0.000003,20.865,7.5,3600,2900,0.3995,25.77,10.155,202.335,23.2,0.85,749.35,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1204.11,40.5,159.5,4.5,7.5,4.5,5.5,0,0,0,0,0,2,34.5,4.5,12.56,4.5,14.854,24,194,0.4,56.3,20.4,31.12,1.255,3.65,2.5
39.333333,1.256333,35.545225,90.739667,7.215038,-0.912534,2.650908,0,23.59,-2.561667,568,15.266667,15.333333,1.23,128,4963.333333,20.666667,4.90E+00,216.4,2.536667,10.873807,0.971333,-1.326075,3.725051,4.693271,0,26.151667,15.333333,2766.666667,5033.333333,0.393,59.133333,5.593333,43.106667,50.566667,1.623333,1049.166667,0,0,0,0,0,0,0.333333,0,0,0.666667,0.333333,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,375.273333,86.666667,52.333333,0.666667,15.333333,0,10,0,0,0.666667,3.333333,0,2,39.333333,4.333333,4.473333,4.333333,20.169333,6.333333,107.333333,0.228,32.348,10.266667,36.493333,0.413333,1.35,5.333333
48.5,1.5745,23.831342,113.6145,7.055702,-1.697122,6.168281,0,22.04,0.1625,1692.5,21,12.5,1.425,143,7980,38,9.05E+00,14.5,1.735,7.39009,0,-1.739488,3.51912,4.433813,0,21.8775,12.5,2500,1650,0.232,26.38,4.7505,163.1025,23.8,0.875,713,0,0,0,0.5,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0.5,511.985,72.5,156,2.5,12.5,0,10,0,0,2.5,0.5,0,2,48.5,5,8.485,5,17.8885,9.5,166.5,0.2325,89.2,31.45,32.755,1.205,3.975,2.5
49.5,1.5395,25.885724,117.0855,7.183843,-2.315127,6.163728,0,23.37,-2.1575,1450,42,13.5,1.405,141.5,7673.5,64.5,8.65E+00,50.5,1.87,8.801105,0,-2.464768,3.686252,4.644386,0,25.5275,13.5,4800,2350,0.219,25.625,13,83.92,25.85,0.855,850.7,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,749,77.5,156,1.5,13.5,0,10,0,0,1.5,1.5,0,2,49.5,5,6.96,5,16.719,19.5,180,0.2195,60.55,20.9,31.39,1.25,4.225,3.5
49.285714,1.532286,25.270625,116.417714,7.128975,-2.090157,5.845809,0,22.838571,-1.827143,1391.428571,42,13.285714,1.405714,141.857143,7813,64.142857,9.51E+00,43.285714,1.844286,8.828636,0,-2.228683,3.644062,4.59123,0,24.665714,13.285714,4357.142857,2200,0.220714,25.681429,12.03,86.198571,25.228571,0.868571,853.128571,0,0,0,0,0,0,0.571429,0,0,0,0.571429,1,0.428571,0,0,0,0,0.428571,0,0.428571,0,0,0.571429,726.888571,76.428571,156.142857,1.285714,13.285714,0,10,0,0,1.285714,1.285714,0,2,49.285714,5,7.011429,5,16.746,19.428571,182,0.221286,65.728571,22.314286,32.26,1.248571,4.2,3.285714
50,1.5445,27.768357,120.0055,7.239362,-1.787229,5.948104,0,23.975,-3.154167,1150.5,53.5,14,1.385,141,7445,51,7.35E+00,95.075,1.895,9.00171,0.232,-1.976738,3.751448,4.726529,0,27.129167,14,2300,3100,0.2165,25.875,11.795,75.25,27.7,0.96,868.45,0,0,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,658.44,80,148.5,1,14,0,10,0,0,1,2,0,2,50,5,6.41,5,17.754,17.5,173,0.217,49.575,24.8,32.72,0.62,2.025,4
51.333333,1.383,35.63258,122.073313,7.780413,-0.949115,4.308253,0,30.123333,-5.051667,651.533333,19.133333,15.333333,1.356667,140.666667,6176.666667,20.666667,4.90E+00,196.866667,2.336667,9.965447,0.708,-1.274326,4.073319,5.132061,0,35.175,15.333333,3833.333333,3633.333333,0.219667,44.96,7.243333,47.223333,35.5,1.783333,961.5,0,0,0,0,0,0,0.333333,0,0,0.666667,0.333333,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,455.973333,87.333333,52.333333,0.666667,15.333333,0,10,0,0,0.666667,3.333333,0,2,51.333333,5,5.79,5,18.39,6.333333,107.333333,0.174,32.566,68.266667,34.493333,0.413333,1.35,5.333333
62,1.5734,27.141399,151.03876,7.208621,-2.002357,5.748239,0,23.754,-1.123,1358.8,37.6,13.2,1.43,145.6,9102,50.8,9.18E+00,44,1.822,8.310492,0,-2.076782,3.650232,4.599004,0,24.877,13.2,3140,3180,0.1874,25.82,8.1684,131.522,27.02,0.982,801.94,0,0,0,0,0,0,0.6,0,0,0,0.6,1,0,0,0,0,0,0.4,0,0.4,0,0,0.6,574.292,76.4,159,1.2,18.8,0,10,0,5.6,1.2,1.2,0,2,62,5.4,4.552,5.4,16.8196,16.2,121.2,0.188,61.228,23.84,32.7116,1.208,4.09,3.2
28,1.29,9309.290812,64.41235,6.063662,-3.355545,7.336622,0,15.705,-3.809375,1211.105,0,14,1.095,106.5,3655.6255,7,1.70E+00,11,2.41,10.16023,3.2185,-5.439122,3.36925,4.244989,0,19.514375,14,2300,1250,0.6365,27.932,1.823,114.5639,24.35,1.255,980.3,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,246.4,78.5,113.5,4,9,0,5,0,0,4,2,0,2,28,3.5,5.375,3.5,24.235,0,166.5,0.6375,40.81299,136.05,37.739,1.41,5.38,4
24.4,1.102,11165.75136,55.52684,5.861577,-2.537413,5.203427,0,14.17,-0.997,992.06,0,14.8,1.014,96.4,2924.8574,5.6,1.36E+00,96.26,2.776,10.485374,0,-3.920796,3.037463,3.826964,0,15.167,14.8,1620,1100,0.644,28.3228,1.4484,92.58054,20.82,1.16,1011.66,0,0,0,0.4,0,0.6,0,0,0,0,0,0.4,0,0,0,0.6,0,0,0,0,0.6,0.4,0,204.78,82.2,100.4,3.2,8.8,0,4,0,0,3.2,2.8,0,2,24.4,3.2,4.3412,3.2,28.6178,0,62.8,0.6452,32.80044,480.84,44.1724,0.468,1.56,2.4
32,1.47,27.14839,72.895881,6.70393,-3.668471,9.233071,0,19.295,-4.120119,1449.25,5.5,14,1.25,124.5,4566.5,9.5,1.70E+00,50.35,1.985,8.136525,0.8125,-4.033656,3.603954,4.540698,0,23.415119,14,2650,3550,0.501,25.282,10.9155,119.3675,22.5,0.485,785,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,373.525,79,128.5,4,9,0,5,0,0,4,2,0,2,32,4,6.64,4,19.297,0,70.5,0.501,40.9175,79.55,29.105,1.41,4.725,4
29.2,1.426,26.732991,65.1662,6.704014,-2.863236,8.018659,0,19.144,-6.032125,1368.632,4.62,14.8,1.188,119.8,4100,17,1.36E+00,131.852,2.26,8.53055,1.3212,-3.525051,3.692298,4.652004,0,25.176125,14.8,1740,1400,0.518,24.316,2.349,96.534,25.86,0.494,823.068,0,0,0,0.4,0,0.6,0,0,0,0,0,0.4,0,0,0,0.6,0.6,0,0,0,0,0.4,0,404.916,82.8,123.8,3.2,8.8,0,4,0,0,3.2,2.8,0,2,29.2,3.8,5.6,3.8,21.5456,0,97.6,0.5192,32.8014,54.84,32.11,0.468,1.56,4.8
32.5,1.465,26.624602,73.4415,6.805284,-2.828347,8.081927,0,20.025,-4.998437,1531.36,3.85,14.5,1.23,123.5,4635,16.5,1.70E+00,114.71,2.18,8.073185,1.101,-3.382009,3.684801,4.642559,0,25.023438,14.5,2000,1500,0.4705,24.72,2.506,118.1675,25.9,0.545,778.94,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0.5,0,409.055,81.5,129,3.5,9.5,0,5,0,0,3.5,2.5,0,2,32.5,4,6.275,4,21.0995,0,104.5,0.4715,40.9345,51.05,31.43,0.585,1.95,4.5
30.666667,1.443333,26.684818,68.844111,6.749023,-2.84773,8.046778,0,19.535556,-5.572708,1440.955556,4.277778,14.666667,1.206667,121.444444,4337.777778,16.777778,1.51E+00,124.233333,2.224444,8.327277,1.223333,-3.461477,3.688966,4.647806,0,25.108264,14.666667,1855.555556,1444.444444,0.496889,24.495556,2.418778,106.148889,25.877778,0.516667,803.455556,0,0,0,0.444444,0,0.555556,0,0,0,0,0,0.444444,0,0,0,0.555556,0.555556,0,0,0,0,0.444444,0,406.755556,82.222222,126.111111,3.333333,9.111111,0,4.444444,0,0,3.333333,2.666667,0,2,30.666667,3.888889,5.9,3.888889,21.347333,0,100.666667,0.498,36.416111,53.155556,31.807778,0.52,1.733333,4.666667
41,1.525,23.903312,94.8698,7.018382,-3.434435,7.436457,0,21.72,-1.4975,1616,11,14,1.32,130.5,6518.5,26.5,3.60E+00,53,1.98,7.78748,0,-3.658846,3.593501,4.527528,0,23.2175,14,3300,3000,0.281,25.69,13.8655,129.3675,23.8,0.69,752.65,0,0,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0,759.875,79.5,135,4,14,0,10,0,0,4,2,0,2,41,4.5,6.98,4.5,18.751,0,152.5,0.2815,65.8,23.75,28.1905,1.305,4.35,4
41.5,1.53,26.645731,96.889,7.085432,-2.777323,7.005014,0,22.3,-2.79,1651.5,4.15,14.5,1.3,131,6064.5,17,5.70E+00,111.98,2.165,7.769375,0.3995,-3.068797,3.687998,4.646587,0,25.09,14.5,2750,4000,0.277,26.0515,4.9905,126.3275,27.95,0.65,749.6,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,461.875,82,136.5,3.5,14.5,0,10,0,0,3.5,2.5,0,2,41.5,4.5,6.71,4.5,20.0295,1.85,76.5,0.2765,41.82,38.55,29.425,0.585,1.95,4.5
44,1.573333,26.45804,102.865333,7.160833,-2.736184,7.469432,0,23.01,-1.803333,1882.666667,2.766667,14,1.346667,134.666667,6479.666667,16,4.93E+00,84.32,2.036667,7.10837,0.266333,-2.934799,3.674438,4.629502,0,24.813333,14,2933.333333,3333.333333,0.262333,26.281,4.424,159.663333,27.333333,0.7,685.833333,0,0,0,0.666667,0,0.333333,0,0,0,0,0.333333,0.666667,0,0,0,0.333333,0,0,0,0,0,0.666667,0,451.166667,79.666667,142.666667,4,14,0,10,0,0,4,2,0,2,44,4.666667,7.69,4.666667,19.642667,1.233333,97.333333,0.262,55.08,36.4,28.96,0.78,2.6,4
40,1.504,26.758346,93.3032,7.040191,-2.802007,6.726363,0,21.874,-3.382,1512.8,4.98,14.8,1.272,128.8,5815.4,17.6,6.16E+00,128.576,2.242,8.165978,0.4794,-3.149196,3.696134,4.656838,0,25.256,14.8,2640,4400,0.2858,25.9138,5.3304,106.326,28.32,0.62,787.86,0,0,0,0.4,0,0.6,0,0,0,0,0.6,0.4,0,0,0,0.6,0,0,0,0,0,0.4,0,468.3,83.4,132.8,3.2,14.8,0,10,0,0,3.2,2.8,0,2,40,4.4,6.122,4.4,20.2616,2.22,64,0.2852,33.864,39.84,29.704,0.468,1.56,4.8
50,1.625,28.137041,118.289,7.439776,-3.27191,8.393715,0,25.76,-2.15,2102.5,21,14,1.42,140.5,7003.5,40.5,3.00E+00,65,1.915,7.197375,0,-3.392082,3.81445,4.805906,0,27.91,14,5600,2700,0.22,25.985,11.5405,147.1525,28.15,0.78,696,0,0,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0,666.765,80,155,4,14,0,10,0,0,4,2,0,2,50,5,8.125,5,17.6995,10,152.5,0.22,52.95,21.55,26.665,1.215,4.15,4
50.8,1.624,30.807076,122.4872,7.532027,-2.762033,8.134056,0,26.752,-3.81,1694.6,39,14.8,1.392,139.6,6668,29.6,1.36E+00,125.69,1.972,7.720304,0.2784,-2.951502,3.926112,4.946591,0,30.562,14.8,3060,3740,0.2144,26.134,11.7444,120.912,30.78,0.902,744.84,0,0,0,0.4,0,0.6,0,0,0,0,0.6,0.4,0.6,0,0,0,0,0,0,0,0,0.4,0,605.496,84,146,3.2,14.8,0,10,0,0,3.2,2.8,0,2,50.8,5,7.16,5,18.7076,9.6,146.8,0.2144,34.05,24.12,27.988,0.468,1.56,4.8
22,1.026667,12403.78704,50.236267,5.726778,-2.938143,5.065871,0,13.296667,-3.868333,1018.4,19.333333,15.333333,0.956667,90.333333,2437.619333,16.666667,2.90E+00,134.4,2.946667,11.526673,0,-4.491544,3.104876,3.911899,0,17.165,15.333333,1200,866.666667,0.687667,28.582,2.53,99.063933,20.533333,1.17,1112.133333,0,0,0,0,0.333333,0.666667,0,0,0,0,0,0.333333,0,0,0,0.666667,0,0,0,0,0.666667,0.333333,0,204.893333,84.666667,94.333333,2.666667,8.666667,0,3.333333,0,0,2.666667,3.333333,0,2,22,3,2.888,3,28.288667,6,55,0.689333,22.378267,527.333333,46.79,0.413333,1.383333,2.666667
27.333333,1.386667,27.099959,60.946667,6.662819,-3.300168,8.193906,0,18.823333,-9.462917,1436.813333,24.466667,15.333333,1.15,116.333333,3743.333333,29.333333,2.90E+00,173.946667,2.373333,9.354647,1.468,-4.051827,3.83247,4.828609,0,28.28625,15.333333,1333.333333,1200,0.547667,24.13,3.530667,103.456667,26.133333,0.43,902.586667,0,0,0,0,0.333333,0.666667,0,0,0,0,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0.333333,0,427.266667,85.333333,120.333333,2.666667,8.666667,0,3.333333,0,0,2.666667,3.333333,0,2,27.333333,3.666667,4.286667,3.666667,20.430667,6,93.666667,0.549333,22.379333,54,33.387333,0.413333,1.383333,5.333333
33,1.445,27.066666,75.3875,6.844761,-3.448857,8.408067,0,20.425,-9.110938,1796.36,32.85,15,1.215,122,4635,34.5,4.35E+00,160.71,2.27,8.851965,1.101,-4.029132,3.887563,4.898022,0,29.535937,15,1650,1300,0.4675,24.845,4.4355,150.185,26.35,0.5,854.09,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0.5,0,446.72,84,129,3,10,0,5,0,0,3,3,0,2,33,4,4.98,4,18.981,9,105.5,0.469,33.4345,46,32.666,0.62,2.075,5
28,1.2,12220.66029,63.205333,7.064141,-1.934672,4.491992,0,22.103333,-5.323333,1117.64,20.066667,16,1.13,114.333333,2438.809333,16.666667,2.90E+00,272.866667,2.76,11.09306,1.662,-2.509972,3.790401,4.775606,0,27.426667,16,1866.666667,1200,0.395,31.629333,4.516667,103.59,28.333333,1.443333,1070.266667,0,0,0,0,0.333333,0,0,0,0,0.666667,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0.333333,0,282.76,89.333333,51.666667,2,9.333333,0,3.333333,0,0,2,4,0,2,28,3.666667,3.806667,3.666667,20.750667,6,89.666667,0.396,22.205933,7.333333,36.574667,0.413333,1.383333,6
39.333333,1.473333,27.128132,92.21,7.036349,-3.232136,6.758023,0,21.856667,-6.518333,1597,24.866667,15.333333,1.243333,126.333333,5649.333333,30,8.23E+00,170.306667,2.353333,8.949567,0.532667,-3.63421,3.836733,4.83398,0,28.375,15.333333,2333.333333,4533.333333,0.289667,25.905333,6.843333,114.336667,28.866667,0.57,863.466667,0,0,0,0,0.333333,0.666667,0,0,0,0,0.666667,0.333333,0,0,0,0.666667,0,0,0,0,0,0.333333,0,497.693333,86,130.333333,2.666667,15.333333,0,10,0,0,2.666667,3.333333,0,2,39.333333,4.333333,4.866667,4.333333,19.004,8.466667,56.333333,0.289333,23.56,37.333333,30.714,0.413333,1.383333,5.333333
42,1.51,27.087795,98.835,7.124909,-3.397833,7.331154,0,22.7,-6.9025,1916.5,33.15,15,1.285,129.5,6064.5,35,8.35E+00,157.98,2.255,8.548155,0.3995,-3.71592,3.89076,4.90205,0,29.6025,15,2400,3800,0.274,26.1765,6.92,158.345,28.4,0.605,824.75,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,499.54,84.5,136.5,3,15,0,10,0,0,3,3,0,2,42,4.5,5.415,4.5,17.911,10.85,77.5,0.274,34.32,33.5,30.661,0.62,2.075,5
40,1.3,37.340812,92.839333,7.411978,-1.964063,4.354992,0,25.45,-5.298333,1179.666667,20.6,16,1.23,126.333333,4516.666667,16.666667,2.90E+00,256.733333,2.626667,10.32384,0.971333,-2.375699,3.945691,4.971259,0,30.748333,16,3066.666667,5133.333333,0.391667,59.456667,5.906667,106.606667,52.4,1.543333,996.133333,0,0,0,0,0.333333,0,0,0,0,0.666667,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0.333333,0,345.56,90,51.666667,2,16,0,10,0,0,2,4,0,2,40,4.333333,4.386667,4.333333,19.410667,6,89.666667,0.226667,22.281333,7.333333,34.167333,0.413333,1.383333,6
50,1.62,26.966785,118.71,7.390589,-3.894925,9.050547,0,25.23,-8.055,2875,58,14,1.41,139,7310,50,8.70E+00,121,1.96,7.34392,0,-3.961047,4.052841,5.106259,0,33.285,14,2600,1600,0.227,26.99,7.15,290.37,27,0.71,708.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,505.08,80,155,4,14,0,10,0,0,4,2,0,2,50,5,7.06,5,14.632,18,141,0.228,66.6,22,30.502,1.24,4.15,4
51,1.61,30.461737,123.155,7.534772,-3.364522,8.504231,0,26.765,-7.259167,2068,61.5,15,1.385,138.5,6775,45,4.35E+00,155.575,2.03,8.17676,0.232,-3.551175,4.082408,5.143512,0,34.024167,15,2750,3250,0.2145,26.36,12.265,170.5,30.45,0.84,788.9,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,613.87,85,147.5,3,15,0,10,0,0,3,3,0,2,51,5,6.28,5,16.616,17,146.5,0.215,34.475,20.4,29.231,0.62,2.075,5
52.4,1.388,39.520443,125.265576,8.094705,-1.621788,5.404695,0,33.334,-7.735,940.84,17.76,16.4,1.346,139,5414,10,1.74E+00,260.44,2.52,9.829792,0.8496,-1.996531,4.342183,5.470807,0,41.069,16.4,4440,4160,0.2166,48.942,7.638,74.794,39.4,1.902,948.44,0,0,0,0,0.2,0,0,0,0,0.8,0,0.2,0,0,0,0.8,0.8,0,0,0,0,0.2,0,410.496,92.8,31,1.6,16.4,0,10,0,0,1.6,4.4,0,2,52.4,5,5.432,5,18.2312,3.6,79.4,0.1616,13.6792,74,32.5004,0.248,0.83,6.4
52,1.426667,37.428167,124.17298,7.977353,-2.000644,6.012337,0,31.983333,-7.788333,1263.2,24.466667,16,1.356667,139,5730,16.666667,2.90E+00,237.2,2.426667,9.41548,0.708,-2.323951,4.293959,5.410049,0,39.771667,16,4133.333333,3733.333333,0.218333,45.283333,7.556667,110.723333,37.333333,1.703333,908.466667,0,0,0,0,0.333333,0,0,0,0,0.666667,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0.333333,0,426.26,90.666667,51.666667,2,16,0,10,0,0,2,4,0,2,52,5,5.703333,5,17.631333,6,89.666667,0.172667,22.499333,65.333333,32.167333,0.413333,1.383333,6
25.2,1.074,11167.39487,58.30364,5.96409,-3.031817,5.199785,0,15.234,-2.853,798.06,16.8,15.6,0.998,95.2,2679.6574,26.8,1.04E+00,125.06,2.884,11.614186,0,-4.50102,3.171169,3.995423,0,18.087,15.6,3460,1660,0.6336,27.7188,8.048,29.23454,22.46,1.144,1121.82,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0.4,0,0,0.6,0,0.4,0,0.4,0.6,0,0,394.392,86.2,100.4,2.4,9.6,0,4,0,0,2.4,3.6,0,2,25.2,3.2,3.1212,3.2,27.6822,8,73.6,0.6348,9.88044,472.4,43.0804,0.504,1.76,3.2
32.5,1.455,25.103901,74.92275,6.864025,-4.395963,9.151788,0,20.85,-5.15,2516.5,71,14.5,1.255,125,4513.5,114.5,1.30E+00,117.3,1.975,8.380035,0.3865,-4.77114,3.713216,4.678359,0,26,14.5,6300,2200,0.4595,22.61,35,213.485,25.1,0.51,810.05,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0.5,0,0.5,0,0,0,1295.39,81.5,132.5,3.5,9.5,0,5,0,0,3.5,2.5,0,2,32.5,4,6.065,4,16.4375,10,196.5,0.4535,86.15,6.8,29.396,1.38,4.55,4.5
30,1.398,28.376497,67.943,6.806527,-3.35764,8.015016,0,20.208,-7.888125,1174.632,21.42,15.6,1.172,118.6,3854.8,38.2,1.04E+00,160.652,2.368,9.659362,1.3212,-4.105275,3.826004,4.820462,0,28.096125,15.6,3580,1960,0.5076,23.712,8.9486,33.188,27.5,0.478,933.228,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0.4,0,0,0.6,0.6,0.4,0,0.4,0,0,0,594.528,86.8,123.8,2.4,9.6,0,4,0,0,2.4,3.6,0,2,30,3.8,4.38,3.8,20.61,8,108.4,0.5088,9.8814,46.4,31.018,0.504,1.76,5.6
43.89,1.511,26.846778,103.258832,7.235016,-4.018309,7.632928,0,23.8984,-3.954525,1475.665,34.1,15,1.321,131.1,6313.85,55.94,3.07E+00,91.52,2.10135,9.074573,0,-4.328105,3.807032,4.79656,0,27.852925,15,6083,3637,0.25519,24.99695,21.62675,53.91985,26.7635,0.6889,878.4535,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,977.3369,84.605,139.2,3,15,0,10,0,0,3,3,0,2,43.89,4.605,5.69545,4.605,17.360685,12.1,166,0.255585,34.4515,12.738,26.505145,1.3311,4.558,5
40.8,1.476,28.401852,96.08,7.142704,-3.296411,6.722721,0,22.938,-5.238,1318.8,21.78,15.6,1.256,127.6,5570.2,38.8,5.84E+00,157.376,2.35,9.29479,0.4794,-3.72942,3.82984,4.825296,0,28.176,15.6,4480,4960,0.2754,25.3098,11.93,42.98,29.96,0.604,898.02,0,0,0,0,0,0.6,0,0,0,0,0.6,0.4,0.4,0,0,0.6,0,0.4,0,0.4,0,0,0,657.912,87.4,132.8,2.4,15.6,0,10,0,0,2.4,3.6,0,2,40.8,4.4,4.902,4.4,19.326,10.22,74.8,0.2748,10.944,31.4,28.612,0.504,1.76,5.6
51,1.59,30.191423,121.76,7.567916,-3.889915,8.389162,0,27.09,-4.47,1860,42,15,1.4,139,6697,67,2.60E+00,101,2.05,8.60839,0,-4.117362,3.981582,5.016479,0,31.56,15,7900,3400,0.207,25.23,19.79,67.97,30.2,0.76,833.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,903.78,85,155,3,15,0,10,0,0,3,3,0,2,51,5,6.6,5,16.53,20,166,0.207,24.3,11,25.3,1.26,4.4,5
51.6,1.596,32.450583,125.264,7.63454,-3.256437,8.130413,0,27.816,-5.666,1500.6,55.8,15.6,1.376,138.4,6422.8,50.8,1.04E+00,154.49,2.08,8.849116,0.2784,-3.531726,4.059818,5.11505,0,33.482,15.6,4900,4300,0.204,25.53,18.344,57.566,32.42,0.886,855,0,0,0,0,0,0.6,0,0,0,0,0.6,0.4,1,0,0,0,0,0.4,0,0.4,0,0,0,795.108,88,146,2.4,15.6,0,10,0,0,2.4,3.6,0,2,51.6,5,5.94,5,17.772,17.6,157.6,0.204,11.13,15.68,26.896,0.504,1.76,5.6
52.5,1.395,39.541999,125.618352,8.09503,-1.762607,5.467215,0,33.2925,-6.85875,807.975,16.275,16.5,1.3475,139,5379.25,16.75,6.50E-01,246.725,2.5075,9.990543,0.7965,-2.158392,4.306284,5.425578,0,40.15125,16.5,5650,4450,0.21225,47.13,10.7675,32.6675,39.425,1.84,964.725,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0.25,0,0,0.75,0.75,0.25,0,0.25,0,0,0,516.0825,93.25,38.75,1.5,16.5,0,10,0,0,1.5,4.5,0,2,52.5,5,5.41875,5,18.48075,5,89.5,0.1605,6.41175,68,31.075,0.315,1.1,6.5
22.666667,1.02,12406.11701,53.1996,5.8229,-2.584541,4.70166,0,14.32,-3.337778,480.4,21.666667,16,0.94,90,2080.952667,13.333333,6.67E-05,157.45,2.993333,12.0819,0.154667,-4.218295,3.124588,3.936734,0,17.657778,16,1300,1966.666667,0.679333,28.162,5.94,19.1506,22.833333,1.256667,1165.666667,0,0,0,0,0,1,0,0,0,0,0.333333,0,0.333333,0,0,0.666667,0,0,0,0,0.666667,0,0,277.42,88,89.333333,2,9.333333,0,3.333333,0,0,2,4,0,2,22.666667,3,2.368,3,29.611333,5.333333,58.666667,0.680667,0.9616,526.266667,45.942667,0,0,3.333333
